timestamp, speed, speed_reverse, strength, strength_reverse, binsWithSignal, binsWithSignal_reverse,meanAmplitudeForPedestrians, meanAmplitudeForCars, meanAmplitudeForNoiseLevel, , dynamic_noise_level_100, car_trigger_signal_31
14722, 23.25, 40.50, -97.20, -98.49, 0, 0, -94.27, -107.89, -107.33, -66.56, -107.44
14765, 10.00, 27.00, -97.83, -98.08, 0, 0, -97.27, -107.53, -107.03, -66.96, -107.45
14808, 22.00, 38.75, -98.55, -98.97, 0, 0, -95.14, -108.45, -107.66, -67.37, -107.46
14851, 30.50, 45.00, -98.18, -98.05, 0, 0, -88.49, -107.45, -106.81, -67.76, -107.46
14893, 50.00, 30.50, -95.81, -97.54, 0, 0, -80.21, -107.35, -106.86, -68.15, -107.47
14947, 11.00, 11.75, -62.27, -61.60, 0, 0, -49.54, -82.52, -93.17, -68.40, -107.48
14979, 11.25, 12.50, -51.13, -50.06, 0, 0, -37.36, -70.48, -81.70, -68.54, -107.47
15021, 12.50, 10.50, -61.85, -57.16, 0, 0, -40.83, -76.80, -88.03, -68.73, -107.40
15064, 13.75, 24.00, -96.56, -98.33, 0, 0, -71.61, -107.53, -107.05, -69.11, -107.22
15106, 35.50, 43.00, -97.28, -99.07, 0, 0, -79.12, -107.77, -107.57, -69.50, -106.92
15149, 34.25, 38.75, -97.18, -97.87, 0, 0, -82.63, -107.15, -107.17, -69.88, -106.51
15192, 30.50, 35.75, -93.97, -99.16, 0, 0, -83.25, -107.29, -106.64, -70.24, -106.01
15234, 11.50, 25.00, -96.39, -96.82, 0, 0, -85.26, -107.63, -107.06, -70.61, -105.44
15277, 11.25, 30.50, -94.18, -97.93, 0, 0, -85.79, -107.56, -107.14, -70.98, -104.83
15320, 24.25, 40.75, -98.22, -97.27, 0, 0, -87.80, -107.96, -107.35, -71.34, -104.19
15373, 10.50, 10.75, -93.94, -98.60, 0, 0, -93.91, -108.41, -107.58, -71.70, -103.57
15405, 10.25, 21.00, -93.98, -93.91, 0, 0, -92.15, -105.83, -105.94, -72.05, -102.99
15448, 11.00, 31.50, -94.31, -96.64, 0, 0, -93.26, -106.16, -105.14, -72.38, -102.46
15490, 17.25, 30.50, -97.88, -99.62, 0, 0, -93.01, -108.45, -107.47, -72.73, -102.03
15533, 41.00, 35.75, -98.28, -97.24, 0, 0, -95.00, -106.46, -106.73, -73.07, -101.69
15576, 10.00, 34.50, -96.48, -98.71, 0, 0, -92.51, -107.24, -106.60, -73.40, -101.48
15619, 10.00, 10.25, -98.30, -95.67, 0, 0, -93.98, -107.54, -106.92, -73.74, -101.39
15661, 10.25, 17.50, -96.77, -97.50, 0, 0, -94.14, -107.67, -106.91, -74.07, -101.43
15704, 10.00, 30.00, -95.31, -99.14, 0, 0, -94.91, -107.91, -107.36, -74.40, -101.61
15747, 10.25, 49.50, -94.36, -98.07, 0, 0, -94.17, -108.21, -107.85, -74.74, -101.91
15789, 11.75, 23.75, -96.81, -96.09, 0, 0, -93.87, -106.84, -106.50, -75.05, -102.31
15832, 14.25, 23.25, -97.23, -97.00, 0, 0, -92.72, -107.67, -106.85, -75.37, -102.81
15874, 48.00, 22.75, -97.82, -98.29, 0, 0, -94.16, -107.47, -106.96, -75.69, -103.37
15917, 22.75, 32.00, -96.91, -96.29, 0, 0, -92.27, -108.02, -107.17, -76.00, -103.98
15960, 10.25, 26.75, -98.24, -97.39, 0, 0, -92.99, -107.99, -107.38, -76.32, -104.60
16002, 10.25, 50.00, -95.74, -98.72, 0, 0, -93.10, -107.58, -107.31, -76.63, -105.22
16045, 10.25, 12.75, -94.74, -98.65, 0, 0, -96.19, -107.71, -107.84, -76.94, -105.81
16088, 11.50, 42.25, -98.26, -99.28, 0, 0, -92.79, -108.08, -107.75, -77.25, -106.33
16130, 41.50, 29.50, -98.46, -96.77, 0, 0, -94.21, -107.38, -107.28, -77.55, -106.77
16181, 31.50, 31.00, -95.58, -99.44, 0, 0, -91.86, -108.04, -107.40, -77.85, -107.11
16216, 23.25, 30.50, -96.77, -96.82, 0, 0, -88.50, -107.61, -106.97, -78.14, -107.34
16258, 48.00, 14.75, -98.75, -98.62, 0, 0, -85.95, -107.28, -106.58, -78.42, -107.45
16302, 17.75, 48.25, -98.88, -97.38, 0, 0, -86.10, -107.38, -107.11, -78.71, -107.50
16344, 10.00, 39.50, -96.74, -95.87, 0, 0, -78.86, -107.41, -107.15, -78.99, -107.52
16386, 41.25, 41.00, -97.21, -97.16, 0, 0, -67.63, -107.35, -107.19, -79.28, -107.55
16429, 11.00, 36.75, -82.08, -97.70, 0, 0, -61.74, -106.04, -106.66, -79.55, -107.57
16754, 39.50, 41.25, -94.08, -93.82, 0, 0, -95.18, -106.51, -105.62, -79.81, -107.59
16805, 27.25, 14.75, -96.78, -95.84, 0, 0, -92.73, -106.12, -105.24, -80.06, -107.61
16813, 49.00, 39.00, -94.52, -95.48, 0, 0, -87.79, -105.69, -104.94, -80.31, -107.61
16856, 22.75, 10.00, -95.85, -81.59, 0, 0, -79.45, -105.00, -105.25, -80.56, -107.61
16898, 41.25, 11.75, -95.80, -77.38, 0, 0, -68.64, -103.69, -105.44, -80.81, -107.59
16942, 30.75, 10.00, -97.48, -46.74, 0, 0, -69.06, -99.62, -103.99, -81.04, -107.55
16984, 33.50, 10.25, -99.91, -35.16, 0, 0, -71.64, -98.78, -103.97, -81.27, -107.49
17027, 41.00, 10.00, -96.37, -34.03, 0, 0, -67.71, -96.20, -103.09, -81.49, -107.40
17069, 43.50, 10.00, -97.90, -32.82, 0, 0, -62.43, -96.60, -103.38, -81.71, -107.26
17112, 16.00, 12.25, -35.63, -44.66, 0, 0, -44.38, -58.53, -68.46, -81.58, -107.07
17154, 10.00, 10.50, -35.95, -37.26, 0, 0, -32.63, -56.80, -68.23, -81.44, -106.79
17197, 13.25, 10.00, -39.19, -37.14, 0, 0, -30.99, -61.67, -72.22, -81.35, -106.37
17240, 11.75, 10.00, -53.17, -45.17, 0, 0, -32.11, -69.52, -81.68, -81.35, -105.74
17282, 24.50, 14.50, -35.37, -24.83, 0, 0, -25.29, -50.80, -60.90, -81.15, -104.88
17326, 10.75, 16.75, -26.69, -61.11, 0, 0, -35.05, -74.66, -88.54, -81.22, -103.76
17368, 10.50, 31.00, -24.89, -96.82, 0, 0, -49.57, -87.41, -99.67, -81.41, -102.36
17411, 11.00, 42.00, -24.42, -97.01, 0, 0, -54.15, -90.29, -100.75, -81.60, -100.69
17453, 11.25, 49.50, -40.80, -96.14, 0, 0, -41.33, -94.80, -102.23, -81.81, -98.81
17496, 10.00, 38.75, -46.98, -97.16, 0, 0, -48.95, -100.05, -103.59, -82.03, -96.78
17538, 10.00, 42.50, -84.85, -97.76, 0, 0, -61.64, -106.00, -105.91, -82.26, -94.67
17581, 10.00, 47.00, -92.67, -97.96, 0, 0, -70.77, -107.96, -106.49, -82.51, -92.57
17624, 38.00, 12.25, -96.06, -97.67, 0, 0, -79.16, -107.26, -106.63, -82.75, -90.56
17666, 13.25, 10.00, -98.71, -96.04, 0, 0, -84.02, -106.55, -106.95, -82.99, -88.73
17709, 46.75, 46.00, -98.50, -98.12, 0, 0, -88.17, -107.23, -106.49, -83.22, -87.17
17752, 39.75, 20.25, -95.82, -98.88, 0, 0, -88.82, -107.66, -106.82, -83.46, -85.94
17794, 44.25, 10.25, -98.44, -96.36, 0, 0, -92.95, -108.29, -107.25, -83.70, -85.09
17837, 32.25, 13.75, -97.28, -98.54, 0, 0, -93.27, -108.70, -106.90, -83.93, -84.65
17880, 41.25, 38.00, -98.37, -97.65, 0, 0, -92.50, -107.13, -106.46, -84.16, -84.67
17923, 39.00, 37.00, -95.46, -96.94, 0, 0, -93.27, -107.67, -106.84, -84.38, -85.12
17965, 10.00, 21.25, -95.65, -96.86, 0, 0, -93.22, -107.46, -107.19, -84.61, -85.99
18008, 42.00, 26.25, -96.84, -95.90, 0, 0, -94.05, -106.89, -106.28, -84.83, -87.25
18051, 26.75, 17.75, -97.94, -97.52, 0, 0, -92.92, -107.27, -107.01, -85.05, -88.84
18093, 11.50, 27.00, -96.73, -97.95, 0, 0, -92.80, -107.18, -107.13, -85.27, -90.70
18136, 10.25, 32.00, -97.03, -95.47, 0, 0, -92.80, -108.07, -107.29, -85.49, -92.73
18178, 30.00, 23.00, -96.22, -97.99, 0, 0, -94.80, -106.92, -106.72, -85.70, -94.87
18221, 46.00, 35.75, -96.15, -99.57, 0, 0, -92.36, -106.73, -106.98, -85.92, -97.01
18264, 49.00, 40.25, -97.76, -97.17, 0, 0, -92.92, -107.39, -107.06, -86.13, -99.08
18306, 41.50, 48.00, -98.10, -97.94, 0, 0, -93.64, -107.40, -106.94, -86.33, -100.99
18349, 16.25, 28.00, -98.15, -96.41, 0, 0, -93.03, -107.35, -107.04, -86.54, -102.68
18392, 13.00, 46.00, -98.40, -97.02, 0, 0, -91.98, -107.78, -106.89, -86.75, -104.08
